gender,sexual_orientation,location_type,numeric_value(location),income_bracket,numeric_value(income),education_level,interest_tags,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,match_outcome,target_variable
Non-binary,Gay,Urban,1,Upper-Middle,4,High School,"Stand-up Comedy, Spirituality, Fitness",56,Moderate,0.57,Optimistic,5,0,2,132,87,0.26,14,Early Morning,One-sided Like,0
Non-binary,Straight,Metro,0,Upper-Middle,4,PhD,"Makeup, Meditation, Motorcycling",150,Addicted,0.35,Balanced,160,29,0,454,94,0.25,23,Afternoon,Chat Ignored,1
Genderfluid,Queer,Metro,0,Very Low,0,Postdoc,"Gardening, Meditation, Politics",183,Extreme User,0.64,Optimistic,20,14,3,412,36,0.34,12,Early Morning,Date Happened,0
Non-binary,Bisexual,Suburban,2,Very High,6,Postdoc,"Hiking, History, Movies",94,High,0.48,Optimistic,131,4,1,341,50,0.46,1,After Midnight,Catfished,0
Prefer Not to Say,Demisexual,Suburban,2,Very Low,0,Postdoc,"History, Anime, Tech",47,Moderate,0.56,Optimistic,6,5,5,403,62,0.28,12,Early Morning,No Action,0
Non-binary,Lesbian,Rural,4,Upper-Middle,4,Associate’s,"Pets, Binge-Watching, Board Games",123,Addicted,0.53,Optimistic,125,0,6,26,74,0.12,22,Evening,Mutual Match,0
Transgender,Straight,Rural,4,Middle,3,Diploma,"Tech, Anime, Investing",231,Extreme User,0.47,Optimistic,120,14,6,232,22,0.18,12,Morning,Ghosted,2
Genderfluid,Gay,Suburban,2,Middle,3,Diploma,"Cooking, Makeup, Gardening",23,Low,0.48,Optimistic,136,23,1,485,91,0.14,7,After Midnight,Catfished,0
Female,Bisexual,Metro,0,High,5,Postdoc,"Fashion, Stand-up Comedy, Yoga",119,High,0.49,Optimistic,19,9,5,237,47,0.21,20,Evening,Date Happened,0
Female,Queer,Urban,1,High,5,Master’s,"Tattoos, Coding, Sneaker Culture",44,Moderate,0.11,Choosy,177,13,4,470,84,0.38,9,Afternoon,Blocked,0
Female,Demisexual,Urban,1,Low,1,MBA,"Politics, Hiking, Memes",246,Extreme User,0.36,Balanced,124,28,6,364,29,0.08,19,Afternoon,Blocked,0
Female,Asexual,Rural,4,Lower-Middle,2,MBA,"Poetry, Photography, Spirituality",136,Addicted,0.35,Balanced,79,29,1,435,34,0.12,15,After Midnight,Date Happened,0
Genderfluid,Straight,Rural,4,Lower-Middle,2,Master’s,"Parenting, Clubbing, DIY",218,Extreme User,0.42,Optimistic,18,5,6,123,41,0.81,0,Late Night,Chat Ignored,1
Prefer Not to Say,Lesbian,Metro,0,High,5,Master’s,"Skating, Painting, Investing",191,Extreme User,0.72,Swipe Maniac,117,12,3,201,34,0.45,11,Early Morning,Mutual Match,0
Transgender,Lesbian,Small Town,3,Low,1,Postdoc,"Sneaker Culture, Music, Movies",40,Moderate,0.51,Optimistic,84,5,2,355,93,0.43,19,Late Night,Instant Match,0
Non-binary,Lesbian,Small Town,3,High,5,MBA,"Running, Astrology, Traveling",115,High,0.65,Optimistic,4,3,5,163,65,0.07,4,After Midnight,Mutual Match,0
Female,Asexual,Small Town,3,Lower-Middle,2,Postdoc,"Pets, Music, Crafting",33,Moderate,0.34,Balanced,31,25,5,233,33,0.3,3,After Midnight,Catfished,0
Transgender,Gay,Suburban,2,Very High,6,Bachelor’s,"Politics, Astrology, Gardening",75,High,0.31,Balanced,121,7,2,278,65,0.12,19,Morning,Blocked,0
Prefer Not to Say,Gay,Rural,4,Very Low,0,MBA,"Spirituality, Clubbing, Poetry",238,Extreme User,0.34,Balanced,61,30,4,470,97,0.17,1,Morning,Chat Ignored,1
Male,Asexual,Suburban,2,High,5,High School,"Spirituality, Languages, Painting",163,Addicted,0.91,Swipe Maniac,177,15,1,382,68,0.28,11,Early Morning,Ghosted,2
Non-binary,Bisexual,Metro,0,Upper-Middle,4,Diploma,"Tech, Binge-Watching, Gardening",216,Extreme User,0.79,Swipe Maniac,166,9,1,290,41,0.13,2,Late Night,Blocked,0
Male,Asexual,Remote Area,5,Low,1,Postdoc,"Parenting, Languages, MMA",196,Extreme User,0.65,Optimistic,168,11,0,270,39,0.6,15,Afternoon,Date Happened,0
Prefer Not to Say,Straight,Urban,1,Upper-Middle,4,Master’s,"Poetry, Gaming, Meditation",281,Extreme User,0.63,Optimistic,104,14,5,308,51,0.2,14,Late Night,Ghosted,2
Female,Bisexual,Suburban,2,Low,1,PhD,"MMA, Crafting, Spirituality",245,Extreme User,0.47,Optimistic,14,14,3,116,47,0.1,13,Afternoon,Mutual Match,0
Prefer Not to Say,Gay,Urban,1,Upper-Middle,4,MBA,"Movies, Anime, Painting",112,High,0.28,Balanced,67,20,2,486,85,0.29,21,Evening,Ghosted,2
Transgender,Lesbian,Small Town,3,Middle,3,MBA,"Photography, Gaming, Binge-Watching",108,High,0.14,Choosy,94,14,3,60,33,0.17,15,Early Morning,Relationship Formed,0
Non-binary,Pansexual,Small Town,3,Upper-Middle,4,Diploma,"K-pop, Startups, History",152,Addicted,0.77,Swipe Maniac,111,29,4,484,94,0.4,22,Evening,Catfished,0
Genderfluid,Bisexual,Metro,0,Upper-Middle,4,Master’s,"Crafting, Podcasts, Makeup",102,High,0.3,Balanced,187,12,4,348,80,0.26,16,Late Night,No Action,0
Non-binary,Gay,Metro,0,High,5,Bachelor’s,"Clubbing, Parenting, Astrology",54,Moderate,0.69,Optimistic,187,12,6,347,87,0.19,15,Evening,One-sided Like,0
Prefer Not to Say,Pansexual,Urban,1,Very High,6,Bachelor’s,"Investing, Reading, K-pop",92,High,0.64,Optimistic,76,17,1,11,79,0.1,4,Morning,Chat Ignored,1
Female,Demisexual,Metro,0,Very High,6,No Formal Education,"Board Games, Movies, Hiking",192,Extreme User,0.53,Optimistic,136,23,1,488,29,0.52,12,Morning,No Action,0
Transgender,Pansexual,Small Town,3,Very Low,0,MBA,"Cars, Running, Pets",215,Extreme User,0.53,Optimistic,63,0,1,436,84,0.33,15,Evening,Catfished,0
Prefer Not to Say,Asexual,Remote Area,5,Middle,3,High School,"Music, Yoga, Languages",267,Extreme User,0.33,Balanced,157,21,6,31,6,0.26,19,After Midnight,Blocked,0
Non-binary,Straight,Urban,1,High,5,Master’s,"Running, Gardening, Stand-up Comedy",22,Low,0.38,Balanced,78,19,1,258,8,0.5,0,After Midnight,No Action,0
Transgender,Pansexual,Urban,1,Very High,6,Associate’s,"Tattoos, Spirituality, Hiking",175,Addicted,0.37,Balanced,35,15,5,458,10,0.39,17,Afternoon,One-sided Like,0
Non-binary,Pansexual,Suburban,2,Very Low,0,Bachelor’s,"Skating, Gaming, Stand-up Comedy",107,High,0.3,Balanced,193,30,4,176,90,0.09,17,Morning,Relationship Formed,0
Female,Demisexual,Suburban,2,Upper-Middle,4,Associate’s,"Sneaker Culture, Poetry, Spirituality",229,Extreme User,0.51,Optimistic,61,13,6,496,38,0.21,3,Afternoon,Blocked,0
Genderfluid,Queer,Small Town,3,Very High,6,Postdoc,"Tattoos, Meditation, Crafting",183,Extreme User,0.1,Choosy,107,25,0,149,66,0.32,8,Afternoon,Catfished,0
Transgender,Demisexual,Small Town,3,High,5,Master’s,"Painting, Parenting, Photography",264,Extreme User,0.5,Optimistic,127,5,6,220,51,0.27,21,Early Morning,Ghosted,2
Prefer Not to Say,Gay,Metro,0,Very Low,0,PhD,"Pets, Cars, Writing",87,High,0.67,Optimistic,15,14,6,378,100,0.4,20,Late Night,Date Happened,0
Transgender,Lesbian,Suburban,2,High,5,MBA,"Clubbing, Fashion, Stand-up Comedy",6,Very Low,0.23,Balanced,138,20,2,203,89,0.1,18,After Midnight,Instant Match,0
Transgender,Straight,Small Town,3,Middle,3,No Formal Education,"Movies, Music, Gaming",238,Extreme User,0.24,Balanced,18,12,5,148,66,0.66,4,Early Morning,Blocked,0
Transgender,Queer,Small Town,3,Low,1,Postdoc,"Motorcycling, Sneaker Culture, Writing",117,High,0.46,Optimistic,91,27,1,216,25,0.53,15,After Midnight,Chat Ignored,1
Non-binary,Bisexual,Rural,4,Lower-Middle,2,Master’s,"Astrology, Reading, Languages",216,Extreme User,0.3,Balanced,40,19,5,384,70,0.2,12,Early Morning,Blocked,0
Transgender,Straight,Rural,4,Very Low,0,Postdoc,"Art, Spirituality, Binge-Watching",65,High,0.36,Balanced,172,16,3,196,15,0.36,7,Late Night,Chat Ignored,1
Transgender,Gay,Urban,1,High,5,PhD,"Photography, Fashion, Startups",204,Extreme User,0.81,Swipe Maniac,133,22,2,11,49,0.31,17,Evening,Chat Ignored,1
Transgender,Queer,Metro,0,Lower-Middle,2,No Formal Education,"Memes, Art, Motorcycling",149,Addicted,0.5,Optimistic,129,21,1,325,10,0.17,13,After Midnight,Chat Ignored,1
Female,Queer,Remote Area,5,Very Low,0,MBA,"Photography, Music, Poetry",113,High,0.59,Optimistic,107,1,4,82,76,0.4,8,Afternoon,Relationship Formed,0
Non-binary,Asexual,Remote Area,5,Very Low,0,PhD,"Podcasts, Investing, Languages",12,Very Low,0.69,Optimistic,8,0,4,410,30,0.18,5,Late Night,Instant Match,0
Male,Queer,Suburban,2,Very High,6,High School,"Cars, Skating, Board Games",88,High,0.59,Optimistic,70,7,0,109,11,0.3,1,Afternoon,Catfished,0
Prefer Not to Say,Demisexual,Remote Area,5,Lower-Middle,2,PhD,"Movies, Gardening, Meditation",89,High,0.77,Swipe Maniac,127,2,0,231,7,0.04,20,After Midnight,Mutual Match,0
Transgender,Demisexual,Suburban,2,Lower-Middle,2,MBA,"Languages, Memes, Movies",57,Moderate,0.17,Choosy,121,9,4,36,59,0.18,13,Late Night,Instant Match,0
Genderfluid,Lesbian,Metro,0,Middle,3,No Formal Education,"Astrology, Music, Photography",165,Addicted,0.46,Optimistic,175,23,2,82,61,0.37,8,Afternoon,Ghosted,2
Non-binary,Bisexual,Suburban,2,Middle,3,PhD,"Parenting, Spirituality, Startups",57,Moderate,0.79,Swipe Maniac,75,14,2,451,48,0.27,1,Evening,Instant Match,0
Transgender,Asexual,Rural,4,Upper-Middle,4,Bachelor’s,"Music, Gaming, Motorcycling",220,Extreme User,0.46,Optimistic,154,17,0,415,74,0.22,7,Afternoon,Ghosted,2
Non-binary,Demisexual,Metro,0,High,5,No Formal Education,"Tattoos, Memes, History",0,Barely,0.47,Optimistic,8,2,6,374,77,0.18,13,Late Night,Mutual Match,0
Male,Straight,Rural,4,Upper-Middle,4,MBA,"Cooking, Coding, Writing",224,Extreme User,0.51,Optimistic,126,13,5,118,2,0.31,3,Morning,Chat Ignored,1
Transgender,Queer,Metro,0,Middle,3,High School,"Investing, Painting, History",175,Addicted,0.34,Balanced,115,22,4,314,63,0.21,21,After Midnight,Chat Ignored,1
Prefer Not to Say,Lesbian,Remote Area,5,Lower-Middle,2,High School,"Music, Traveling, Tech",207,Extreme User,0.48,Optimistic,95,28,3,255,14,0.46,4,Afternoon,Relationship Formed,0
Transgender,Lesbian,Suburban,2,Middle,3,Associate’s,"Podcasts, Sneaker Culture, Fitness",170,Addicted,0.45,Optimistic,118,15,2,395,89,0.22,14,Afternoon,Ghosted,2
Non-binary,Demisexual,Suburban,2,Upper-Middle,4,Bachelor’s,"Coding, Art, Gardening",131,Addicted,0.57,Optimistic,28,9,2,82,41,0.31,1,Late Night,Ghosted,2
Male,Gay,Rural,4,Low,1,Associate’s,"History, Gaming, Clubbing",293,Extreme User,0.6,Optimistic,179,15,1,203,24,0.07,0,After Midnight,Chat Ignored,1
Male,Lesbian,Remote Area,5,Very High,6,Master’s,"Yoga, Parenting, Music",29,Low,0.4,Optimistic,120,14,3,220,54,0.25,22,Early Morning,Instant Match,0
Female,Gay,Suburban,2,Low,1,Postdoc,"Foodie, Stand-up Comedy, Dancing",201,Extreme User,0.95,Swipe Maniac,130,18,2,472,2,0.05,14,After Midnight,No Action,0
Transgender,Queer,Suburban,2,High,5,MBA,"Painting, Clubbing, Astrology",13,Very Low,0.55,Optimistic,31,6,5,0,47,0.09,18,After Midnight,Chat Ignored,1
Non-binary,Demisexual,Urban,1,High,5,High School,"Crafting, Traveling, Poetry",99,High,0.09,Choosy,62,27,6,369,40,0.41,0,Late Night,Blocked,0
Prefer Not to Say,Lesbian,Remote Area,5,Very High,6,High School,"Writing, Investing, Languages",173,Addicted,0.16,Choosy,52,12,3,370,3,0.53,2,After Midnight,Blocked,0
Female,Lesbian,Urban,1,Low,1,MBA,"Startups, Tech, Spirituality",252,Extreme User,0.1,Choosy,28,22,6,213,2,0.29,20,Morning,Ghosted,2
Non-binary,Asexual,Rural,4,Low,1,Associate’s,"Investing, Coding, Dancing",4,Barely,0.42,Optimistic,47,26,0,440,61,0.36,9,Early Morning,Mutual Match,0
Non-binary,Demisexual,Metro,0,Middle,3,Diploma,"Sneaker Culture, Hiking, Politics",36,Moderate,0.45,Optimistic,86,2,1,303,91,0.64,2,Morning,Ghosted,2
Non-binary,Pansexual,Urban,1,Very Low,0,No Formal Education,"MMA, Fitness, Makeup",193,Extreme User,0.8,Swipe Maniac,68,25,0,5,51,0.67,16,Afternoon,Catfished,0
Non-binary,Queer,Rural,4,Upper-Middle,4,Associate’s,"Traveling, Cooking, Tattoos",169,Addicted,0.5,Optimistic,52,6,0,183,59,0.13,14,Evening,Blocked,0
Female,Queer,Suburban,2,Middle,3,Postdoc,"Art, Cooking, Binge-Watching",286,Extreme User,0.49,Optimistic,182,10,2,115,12,0.68,10,After Midnight,Blocked,0
Non-binary,Pansexual,Urban,1,Middle,3,PhD,"Social Activism, Meditation, Motorcycling",272,Extreme User,0.12,Choosy,157,28,0,444,76,0.31,18,After Midnight,Instant Match,0
Female,Straight,Small Town,3,Very High,6,Bachelor’s,"Meditation, Parenting, Photography",279,Extreme User,0.95,Swipe Maniac,160,19,4,450,19,0.5,16,After Midnight,Mutual Match,0
Prefer Not to Say,Demisexual,Remote Area,5,Upper-Middle,4,Associate’s,"Music, MMA, Binge-Watching",184,Extreme User,0.45,Optimistic,127,14,4,332,18,0.15,0,Evening,One-sided Like,0
Prefer Not to Say,Pansexual,Suburban,2,Lower-Middle,2,Postdoc,"Investing, Photography, Politics",155,Addicted,0.65,Optimistic,111,0,2,290,7,0.18,1,After Midnight,Chat Ignored,1
Female,Asexual,Remote Area,5,Middle,3,Diploma,"Pets, Photography, Clubbing",271,Extreme User,0.93,Swipe Maniac,55,28,5,200,30,0.26,5,After Midnight,Catfished,0
Genderfluid,Demisexual,Remote Area,5,Very Low,0,PhD,"Music, K-pop, Hiking",146,Addicted,0.71,Swipe Maniac,0,0,3,169,44,0.45,14,After Midnight,Ghosted,2
Female,Asexual,Remote Area,5,High,5,High School,"Photography, Running, Social Activism",103,High,0.31,Balanced,70,17,4,359,69,0.19,18,Afternoon,Mutual Match,0
Prefer Not to Say,Queer,Rural,4,Very Low,0,Master’s,"Art, Movies, Tattoos",74,High,0.58,Optimistic,48,2,0,427,29,0.24,16,Morning,No Action,0
Male,Demisexual,Metro,0,Low,1,No Formal Education,"Parenting, Sneaker Culture, Cooking",37,Moderate,0.67,Optimistic,124,21,1,414,83,0.23,6,Late Night,Instant Match,0
Female,Asexual,Metro,0,Low,1,PhD,"Fashion, Politics, Running",151,Addicted,0.66,Optimistic,155,28,4,104,36,0.31,9,Afternoon,Date Happened,0
Male,Straight,Rural,4,High,5,MBA,"Sneaker Culture, Gaming, Parenting",97,High,0.71,Swipe Maniac,71,2,3,497,42,0.31,19,Afternoon,Instant Match,0
Transgender,Asexual,Rural,4,Very Low,0,PhD,"Cooking, Fitness, Running",10,Very Low,0.47,Optimistic,122,15,6,291,10,0.45,7,Morning,Chat Ignored,1
Non-binary,Straight,Urban,1,High,5,No Formal Education,"History, Anime, Poetry",297,Extreme User,0.81,Swipe Maniac,9,5,3,163,86,0.17,19,After Midnight,Ghosted,2
Prefer Not to Say,Gay,Small Town,3,Middle,3,Diploma,"Gardening, Cars, Sneaker Culture",134,Addicted,0.78,Swipe Maniac,133,13,5,171,8,0.41,9,Morning,Instant Match,0
Prefer Not to Say,Queer,Remote Area,5,Lower-Middle,2,Diploma,"Poetry, Coding, Photography",233,Extreme User,0.39,Balanced,28,26,4,486,49,0.24,12,After Midnight,Relationship Formed,0
Prefer Not to Say,Demisexual,Small Town,3,Upper-Middle,4,Diploma,"Parenting, Anime, Startups",150,Addicted,0.61,Optimistic,198,3,5,103,19,0.22,22,After Midnight,Ghosted,2
Female,Queer,Rural,4,Very High,6,Postdoc,"Gardening, Gaming, Music",246,Extreme User,0.48,Optimistic,184,2,4,230,55,0.04,0,Late Night,Ghosted,2
Transgender,Gay,Suburban,2,Lower-Middle,2,Diploma,"Photography, History, Fitness",173,Addicted,0.16,Choosy,141,9,0,431,65,0.17,7,Morning,Relationship Formed,0
Transgender,Pansexual,Suburban,2,Upper-Middle,4,MBA,"Sneaker Culture, Fitness, Board Games",92,High,0.56,Optimistic,135,5,1,436,77,0.16,14,After Midnight,Ghosted,2
Male,Demisexual,Remote Area,5,Lower-Middle,2,Associate’s,"Board Games, Dancing, Coding",93,High,0.75,Swipe Maniac,151,18,0,398,7,0.74,7,Evening,Catfished,0
Non-binary,Queer,Urban,1,Upper-Middle,4,Postdoc,"Astrology, MMA, Hiking",177,Addicted,0.43,Optimistic,11,6,1,232,8,0.63,11,Late Night,Mutual Match,0
Prefer Not to Say,Asexual,Metro,0,Upper-Middle,4,PhD,"Coding, Makeup, Music",40,Moderate,0.58,Optimistic,62,20,1,81,90,0.48,5,Morning,Blocked,0
Non-binary,Pansexual,Remote Area,5,Lower-Middle,2,Bachelor’s,"Cars, Stand-up Comedy, Painting",123,Addicted,0.62,Optimistic,76,7,6,192,36,0.26,17,After Midnight,Date Happened,0
Non-binary,Pansexual,Rural,4,Upper-Middle,4,Postdoc,"Dancing, Pets, Startups",84,High,0.34,Balanced,183,12,5,208,12,0.24,7,After Midnight,Date Happened,0
Transgender,Gay,Remote Area,5,Upper-Middle,4,Bachelor’s,"Dancing, Music, Clubbing",144,Addicted,0.52,Optimistic,44,9,5,191,77,0.58,1,Late Night,No Action,0
Prefer Not to Say,Asexual,Small Town,3,High,5,PhD,"Makeup, Languages, Meditation",37,Moderate,0.46,Optimistic,188,2,1,192,73,0.36,15,Morning,Date Happened,0
Non-binary,Lesbian,Suburban,2,Lower-Middle,2,Diploma,"Foodie, Crafting, Social Activism",205,Extreme User,0.46,Optimistic,80,29,4,137,66,0.48,21,Afternoon,One-sided Like,0
Genderfluid,Straight,Rural,4,High,5,MBA,"Motorcycling, Social Activism, Meditation",271,Extreme User,0.37,Balanced,138,1,0,113,29,0.26,13,After Midnight,One-sided Like,0
Prefer Not to Say,Bisexual,Remote Area,5,Middle,3,Associate’s,"Board Games, Sneaker Culture, Cars",33,Moderate,0.32,Balanced,7,0,2,66,20,0.21,5,Evening,Chat Ignored,1
Prefer Not to Say,Bisexual,Remote Area,5,Lower-Middle,2,MBA,"Movies, Cars, Pets",79,High,0.6,Optimistic,46,15,0,103,68,0.17,4,Morning,One-sided Like,0
Prefer Not to Say,Demisexual,Small Town,3,Lower-Middle,2,Master’s,"Sneaker Culture, Startups, Clubbing",286,Extreme User,0.41,Optimistic,141,11,0,387,50,0.19,18,Evening,Chat Ignored,1
Transgender,Gay,Rural,4,Low,1,MBA,"K-pop, Languages, Anime",46,Moderate,0.31,Balanced,172,22,2,20,23,0.31,5,Evening,Blocked,0
Prefer Not to Say,Lesbian,Rural,4,High,5,Bachelor’s,"Traveling, Dancing, Binge-Watching",51,Moderate,0.82,Swipe Maniac,134,22,6,478,22,0.76,23,Morning,Date Happened,0
Prefer Not to Say,Pansexual,Metro,0,Middle,3,Bachelor’s,"Running, Reading, Binge-Watching",294,Extreme User,0.71,Swipe Maniac,40,11,5,233,27,0.44,10,After Midnight,Chat Ignored,1
Non-binary,Asexual,Rural,4,Upper-Middle,4,Postdoc,"Motorcycling, Art, Pets",184,Extreme User,0.21,Balanced,26,6,3,459,75,0.29,0,Morning,Relationship Formed,0
Transgender,Lesbian,Remote Area,5,High,5,PhD,"Traveling, Art, Running",236,Extreme User,0.79,Swipe Maniac,104,18,0,286,34,0.37,8,Late Night,No Action,0
Prefer Not to Say,Queer,Remote Area,5,Middle,3,Master’s,"Board Games, Binge-Watching, Writing",292,Extreme User,0.56,Optimistic,144,30,6,333,61,0.15,11,Afternoon,Mutual Match,0
Non-binary,Queer,Remote Area,5,Very Low,0,No Formal Education,"Cars, Motorcycling, Social Activism",172,Addicted,0,Choosy,12,0,5,67,72,0.52,21,Morning,Chat Ignored,1
Non-binary,Pansexual,Urban,1,Very Low,0,PhD,"Stand-up Comedy, Dancing, K-pop",251,Extreme User,0.28,Balanced,149,25,6,442,26,0.43,17,After Midnight,Date Happened,0
Male,Asexual,Suburban,2,High,5,Postdoc,"Stand-up Comedy, Reading, Running",223,Extreme User,0.55,Optimistic,83,12,2,484,45,0.29,8,Evening,Chat Ignored,1
Prefer Not to Say,Gay,Rural,4,Very Low,0,Master’s,"Meditation, Motorcycling, Stand-up Comedy",125,Addicted,0.18,Choosy,197,5,1,283,25,0.22,11,Evening,Relationship Formed,0
Female,Queer,Small Town,3,Upper-Middle,4,PhD,"Fitness, Sneaker Culture, Pets",267,Extreme User,0.33,Balanced,49,11,1,156,25,0.17,18,Late Night,Mutual Match,0
Transgender,Queer,Metro,0,Upper-Middle,4,MBA,"Hiking, Sneaker Culture, Foodie",94,High,0.43,Optimistic,159,21,5,130,78,0.28,20,Afternoon,Chat Ignored,1
Female,Straight,Metro,0,Very High,6,Diploma,"Pets, Art, Fitness",105,High,0.35,Balanced,37,23,6,0,65,0.35,22,Afternoon,Chat Ignored,1
Female,Straight,Small Town,3,Middle,3,Diploma,"Yoga, Stand-up Comedy, Social Activism",228,Extreme User,0.52,Optimistic,120,27,4,234,50,0.27,21,Late Night,Ghosted,2
Male,Demisexual,Metro,0,High,5,Diploma,"Reading, Movies, Photography",9,Very Low,0.39,Balanced,44,7,1,401,87,0.23,14,Evening,Relationship Formed,0
Non-binary,Straight,Urban,1,Lower-Middle,2,Postdoc,"Reading, Skating, Tattoos",228,Extreme User,0.53,Optimistic,121,29,1,234,61,0.19,22,Morning,No Action,0
Prefer Not to Say,Gay,Remote Area,5,Middle,3,Bachelor’s,"Writing, History, Social Activism",114,High,0.47,Optimistic,11,6,6,284,4,0.3,20,After Midnight,Ghosted,2
Genderfluid,Pansexual,Urban,1,Low,1,High School,"MMA, Writing, Astrology",248,Extreme User,0.36,Balanced,44,4,5,444,36,0.2,1,Morning,Date Happened,0
Female,Lesbian,Suburban,2,Very Low,0,Associate’s,"Podcasts, Stand-up Comedy, Movies",214,Extreme User,0.34,Balanced,75,12,6,243,0,0.04,0,Late Night,One-sided Like,0
Female,Straight,Rural,4,Middle,3,No Formal Education,"Sneaker Culture, Startups, Poetry",173,Addicted,0.41,Optimistic,88,1,4,346,95,0.22,12,Early Morning,Chat Ignored,1
Female,Gay,Remote Area,5,High,5,Bachelor’s,"Astrology, Running, Crafting",148,Addicted,0.27,Balanced,146,2,1,333,48,0.11,20,After Midnight,Blocked,0
Female,Lesbian,Metro,0,Very Low,0,PhD,"Yoga, Clubbing, Cars",54,Moderate,0.44,Optimistic,42,0,5,33,57,0.3,18,Afternoon,Instant Match,0
Transgender,Bisexual,Metro,0,Low,1,MBA,"Social Activism, Tech, Traveling",35,Moderate,0.56,Optimistic,123,6,6,19,29,0.52,1,Late Night,Mutual Match,0
Non-binary,Straight,Small Town,3,Low,1,Associate’s,"Gardening, Motorcycling, Pets",223,Extreme User,0.7,Swipe Maniac,159,15,2,227,99,0.42,16,Morning,Mutual Match,0
Male,Queer,Remote Area,5,Lower-Middle,2,Associate’s,"Social Activism, History, Cars",258,Extreme User,0.67,Optimistic,156,11,4,461,10,0.27,5,Late Night,Ghosted,2
Genderfluid,Gay,Metro,0,Very High,6,MBA,"Stand-up Comedy, Parenting, Pets",84,High,0.38,Balanced,136,27,4,391,14,0.24,2,Evening,Blocked,0
Male,Straight,Small Town,3,Very High,6,PhD,"Writing, Fashion, Anime",214,Extreme User,0.46,Optimistic,149,5,4,154,91,0.32,21,Afternoon,Instant Match,0
Non-binary,Demisexual,Urban,1,High,5,Associate’s,"Photography, Sneaker Culture, Meditation",269,Extreme User,0.46,Optimistic,83,6,0,474,61,0.22,23,Late Night,Catfished,0
Female,Asexual,Suburban,2,High,5,Master’s,"Movies, Reading, Gaming",297,Extreme User,0.31,Balanced,150,1,3,451,50,0.09,14,After Midnight,Blocked,0
Male,Gay,Remote Area,5,Very Low,0,Postdoc,"Running, Investing, Pets",56,Moderate,0.25,Balanced,47,13,6,9,42,0.5,9,After Midnight,Ghosted,2
